"sample_id","collection_date","bcov_recovery","bcov_recovery_lci","bcov_recovery_uci","city","state","name","site_name","sewershed_pop","state_abbr","N_Gene_gc_g_dry_weight","N_Gene_gc_g_dry_weight_lci","N_Gene_gc_g_dry_weight_uci"
"122-230717","2023-07-17",1.48,1.323,1.649,"Turlock","California","Turlock, CA","Turlock Regional Water Quality Control Facility",86000,"CA",27956.218778159888,22420.309441608853,34336.33960542987
"122-230719","2023-07-19",1.209,1.083,1.346,"Turlock","California","Turlock, CA","Turlock Regional Water Quality Control Facility",86000,"CA",10751.054289621188,8471.684267028028,13406.835513298429
"122-230721","2023-07-21",1.827,1.666,1.988,"Turlock","California","Turlock, CA","Turlock Regional Water Quality Control Facility",86000,"CA",33716.100347259264,26568.27702114161,40492.881240122006
"122-230724","2023-07-24",0.885,0.807,0.963,"Turlock","California","Turlock, CA","Turlock Regional Water Quality Control Facility",86000,"CA",12956.29763137255,10209.38462117647,16156.83237647059
"122-230726","2023-07-26",1.344,1.213,1.475,"Turlock","California","Turlock, CA","Turlock Regional Water Quality Control Facility",86000,"CA",47795.08296069717,41042.03882196079,55251.824934727665
"122-230728","2023-07-28",1.265,1.058,1.5,"Turlock","California","Turlock, CA","Turlock Regional Water Quality Control Facility",86000,"CA",36412.85266753813,31473.24638605665,41844.79333117211
"122-230731","2023-07-31",3.127,2.16,4.127,"Turlock","California","Turlock, CA","Turlock Regional Water Quality Control Facility",86000,"CA",21969.95725398931,17619.568876663106,26983.695309176474
"122-230802","2023-08-02",1.631,1.406,1.878,"Turlock","California","Turlock, CA","Turlock Regional Water Quality Control Facility",86000,"CA",34050.047086497856,28592.20178038177,39129.56295716401
"122-230804","2023-08-04",0.846,0.766,0.927,"Turlock","California","Turlock, CA","Turlock Regional Water Quality Control Facility",86000,"CA",20485.322616470592,16260.236850196077,24523.873424313722
"122-230807","2023-08-07",1.347,1.217,1.487,"Turlock","California","Turlock, CA","Turlock Regional Water Quality Control Facility",86000,"CA",17930.759887264547,14907.651602802958,21337.554895017685
"122-230809","2023-08-09",1.741,1.595,1.887,"Turlock","California","Turlock, CA","Turlock Regional Water Quality Control Facility",86000,"CA",19814.71697694118,14301.157129160785,25351.191427513728
"122-230811","2023-08-11",2.078,1.877,2.279,"Turlock","California","Turlock, CA","Turlock Regional Water Quality Control Facility",86000,"CA",28345.087651617654,23705.380279558827,33554.601008823534
"122-230814","2023-08-14",1.439,1.107,1.769,"Turlock","California","Turlock, CA","Turlock Regional Water Quality Control Facility",86000,"CA",60318.5353991942,50459.78206633362,71895.1296451249
"122-230816","2023-08-16",1.171,0.923,1.436,"Turlock","California","Turlock, CA","Turlock Regional Water Quality Control Facility",86000,"CA",16120.550337557814,12615.865297265726,20221.918582004066
"122-230818","2023-08-18",0.817,0.707,0.936,"Turlock","California","Turlock, CA","Turlock Regional Water Quality Control Facility",86000,"CA",73236.1856303198,63768.35988453218,82259.60880410581
"122-230821","2023-08-21",1.523,1.373,1.673,"Turlock","California","Turlock, CA","Turlock Regional Water Quality Control Facility",86000,"CA",34285.6582922449,26265.588673229297,43373.71760845138
"122-230823","2023-08-23",0.942,0.848,1.036,"Turlock","California","Turlock, CA","Turlock Regional Water Quality Control Facility",86000,"CA",127304.4314366681,115732.0257951052,138878.29546346073
"122-230825","2023-08-25",0.939,0.667,1.213,"Turlock","California","Turlock, CA","Turlock Regional Water Quality Control Facility",86000,"CA",65139.838159169565,57118.1724076586,73880.97065319493
"122-230828","2023-08-28",1.07,0.969,1.171,"Turlock","California","Turlock, CA","Turlock Regional Water Quality Control Facility",86000,"CA",58939.07236542538,50908.92626527953,66932.76334545454
"122-230830","2023-08-30",1.045,0.945,1.145,"Turlock","California","Turlock, CA","Turlock Regional Water Quality Control Facility",86000,"CA",149300.93300232477,135574.78372046494,163034.31773441355
"122-230901","2023-09-01",1.223,1.106,1.34,"Turlock","California","Turlock, CA","Turlock Regional Water Quality Control Facility",86000,"CA",128758.81651206384,116124.49638604188,140925.29292442673
"122-230904","2023-09-04",1.028,0.791,1.273,"Turlock","California","Turlock, CA","Turlock Regional Water Quality Control Facility",86000,"CA",25344.113585560033,20574.70226565673,30078.748425463342
"122-230906","2023-09-06",0.968,0.859,1.086,"Turlock","California","Turlock, CA","Turlock Regional Water Quality Control Facility",86000,"CA",9935.568560836602,7775.56557971242,12463.29195461438
"122-230908","2023-09-08",0.456,0.383,0.537,"Turlock","California","Turlock, CA","Turlock Regional Water Quality Control Facility",86000,"CA",46949.389564773104,36197.14320067226,57379.12650715967
"122-230911","2023-09-11",1.002,0.899,1.109,"Turlock","California","Turlock, CA","Turlock Regional Water Quality Control Facility",86000,"CA",209480.69352525953,183680.5484143022,237611.73809457896
"122-230913","2023-09-13",0.476,0.403,0.557,"Turlock","California","Turlock, CA","Turlock Regional Water Quality Control Facility",86000,"CA",57544.96430891089,41922.75717665696,71136.82431254514
"122-230915","2023-09-15",1.245,1.125,1.365,"Turlock","California","Turlock, CA","Turlock Regional Water Quality Control Facility",86000,"CA",28828.703495927606,21748.86362570136,34844.79102371041
"122-230918","2023-09-18",0.575,0.513,0.642,"Turlock","California","Turlock, CA","Turlock Regional Water Quality Control Facility",86000,"CA",26970.582678402327,20949.390196659402,34048.75667427742
"122-230920","2023-09-20",1.623,1.467,1.779,"Turlock","California","Turlock, CA","Turlock Regional Water Quality Control Facility",86000,"CA",15403.364443607845,12052.83002076863,19208.431841380392
"122-230922","2023-09-22",0.881,0.789,0.976,"Turlock","California","Turlock, CA","Turlock Regional Water Quality Control Facility",86000,"CA",26957.117310526854,22107.340576245522,32470.165117544755
"122-230925","2023-09-25",0.603,0.526,0.687,"Turlock","California","Turlock, CA","Turlock Regional Water Quality Control Facility",86000,"CA",0,0,0
"122-230927","2023-09-27",0.562,0.294,0.815,"Turlock","California","Turlock, CA","Turlock Regional Water Quality Control Facility",86000,"CA",14917.02709827284,12233.37349126408,17967.693078147688
"122-230929","2023-09-29",1.026,0.927,1.132,"Turlock","California","Turlock, CA","Turlock Regional Water Quality Control Facility",86000,"CA",14311.578590342406,11101.125667006147,17952.63363666374
"122-231002","2023-10-02",0.606,0.536,0.682,"Turlock","California","Turlock, CA","Turlock Regional Water Quality Control Facility",86000,"CA",27984.26936470588,23034.533673147576,33597.972
"122-231004","2023-10-04",1.301,1.115,1.508,"Turlock","California","Turlock, CA","Turlock Regional Water Quality Control Facility",86000,"CA",15886.029842290474,10986.756078375845,21160.307552316503
"122-231006","2023-10-06",1.145,1.045,1.245,"Turlock","California","Turlock, CA","Turlock Regional Water Quality Control Facility",86000,"CA",26174.517958251487,21381.11734104695,31636.680298068
"122-231009","2023-10-09",1.048,0.969,1.127,"Turlock","California","Turlock, CA","Turlock Regional Water Quality Control Facility",86000,"CA",17967.31472482973,14157.916792074308,22405.845019318887
"122-231011","2023-10-11",0.862,0.794,0.93,"Turlock","California","Turlock, CA","Turlock Regional Water Quality Control Facility",86000,"CA",32370.68378321828,27145.940233738456,38227.047365289254
"122-231013","2023-10-13",0.801,0.703,0.908,"Turlock","California","Turlock, CA","Turlock Regional Water Quality Control Facility",86000,"CA",29681.442536920713,24677.159196317134,35320.87028673146
"122-231016","2023-10-16",0.932,0.844,1.02,"Turlock","California","Turlock, CA","Turlock Regional Water Quality Control Facility",86000,"CA",411225.09677445376,380911.70946957974,441543.5469956301
"122-231018","2023-10-18",0.766,0.66,0.866,"Turlock","California","Turlock, CA","Turlock Regional Water Quality Control Facility",86000,"CA",20142.25009458161,15702.402545816076,24761.406885037286
"122-231020","2023-10-20",1.115,1.021,1.209,"Turlock","California","Turlock, CA","Turlock Regional Water Quality Control Facility",86000,"CA",12145.52763603795,8098.167747764705,16674.926079635672
"122-231023","2023-10-23",0.747,0.684,0.81,"Turlock","California","Turlock, CA","Turlock Regional Water Quality Control Facility",86000,"CA",10496.17224452372,5723.600378632258,15237.045269252372
"122-231025","2023-10-25",1.152,0.984,1.327,"Turlock","California","Turlock, CA","Turlock Regional Water Quality Control Facility",86000,"CA",3405.993833972466,1454.5706524555694,5831.167883854819
"122-231027","2023-10-27",1.542,1.194,1.886,"Turlock","California","Turlock, CA","Turlock Regional Water Quality Control Facility",86000,"CA",23703.964123266705,19010.21110131354,29113.42313996574
"122-231030","2023-10-30",1.685,1.563,1.807,"Turlock","California","Turlock, CA","Turlock Regional Water Quality Control Facility",86000,"CA",257412.17487280277,234243.62790754324,277198.93246228376
"122-231101","2023-11-01",1.435,1.319,1.562,"Turlock","California","Turlock, CA","Turlock Regional Water Quality Control Facility",86000,"CA",25741.21134363541,17661.184856724958,33534.83506552199
"122-231103","2023-11-03",1.38,1.275,1.485,"Turlock","California","Turlock, CA","Turlock Regional Water Quality Control Facility",86000,"CA",13470.68341498452,9798.874171393189,17300.83618055728
"122-231106","2023-11-06",0.522,0.467,0.581,"Turlock","California","Turlock, CA","Turlock Regional Water Quality Control Facility",86000,"CA",34573.832677647064,27734.9584282353,41509.57219764707
"122-231108","2023-11-08",1.27,1.165,1.381,"Turlock","California","Turlock, CA","Turlock Regional Water Quality Control Facility",86000,"CA",35502.99011053595,30263.784571817,41238.52956151635
"122-231110","2023-11-10",1.73,1.58,1.88,"Turlock","California","Turlock, CA","Turlock Regional Water Quality Control Facility",86000,"CA",39380.64932032085,34569.232796256685,44619.91219326204
"122-231113","2023-11-13",1.503,1.264,1.734,"Turlock","California","Turlock, CA","Turlock Regional Water Quality Control Facility",86000,"CA",12584.539863272728,9848.622528798574,15786.239128185382
"122-231115","2023-11-15",1.208,1.099,1.317,"Turlock","California","Turlock, CA","Turlock Regional Water Quality Control Facility",86000,"CA",106783.55052521738,95864.67693340154,118162.36821278773
"122-231117","2023-11-17",1.014,0.916,1.112,"Turlock","California","Turlock, CA","Turlock Regional Water Quality Control Facility",86000,"CA",19235.206217367988,15788.190557329684,22715.192813439124
"122-231120","2023-11-20",0.251,0.167,0.359,"Turlock","California","Turlock, CA","Turlock Regional Water Quality Control Facility",86000,"CA",2318.9024501117156,1421.938838730598,3531.7289845417704
"122-231122","2023-11-22",1.068,0.957,1.187,"Turlock","California","Turlock, CA","Turlock Regional Water Quality Control Facility",86000,"CA",89398.41723447337,80632.57201787508,98165.03682626541
"122-231124","2023-11-24",1.094,0.728,1.487,"Turlock","California","Turlock, CA","Turlock Regional Water Quality Control Facility",86000,"CA",79958.90160242573,69150.62186944815,89650.63609887204
"122-231127","2023-11-27",1.199,0.984,1.382,"Turlock","California","Turlock, CA","Turlock Regional Water Quality Control Facility",86000,"CA",40635.279354222475,34412.942350611534,47567.05901530577
"122-231129","2023-11-29",1.244,1.121,1.367,"Turlock","California","Turlock, CA","Turlock Regional Water Quality Control Facility",86000,"CA",26606.40659526577,21342.576842296243,31337.028762693128
"122-231201","2023-12-01",0.668,0.518,0.805,"Turlock","California","Turlock, CA","Turlock Regional Water Quality Control Facility",86000,"CA",54729.1543812442,45155.60011578503,63370.68762244606
"122-231204","2023-12-04",0.926,0.839,1.013,"Turlock","California","Turlock, CA","Turlock Regional Water Quality Control Facility",86000,"CA",100514.28617820972,89809.82576450128,110579.60252890024
"122-231206","2023-12-06",0.748,0.677,0.819,"Turlock","California","Turlock, CA","Turlock Regional Water Quality Control Facility",86000,"CA",61843.26657254902,44817.879028221534,71978.46216608187
"122-231208","2023-12-08",0.673,0.592,0.761,"Turlock","California","Turlock, CA","Turlock Regional Water Quality Control Facility",86000,"CA",90478.4350549692,81000.8463062409,100669.09251406163
"122-231211","2023-12-11",0.879,0.761,0.998,"Turlock","California","Turlock, CA","Turlock Regional Water Quality Control Facility",86000,"CA",97058.7884553846,87968.83180162896,106149.61428995474
"122-231213","2023-12-13",0.842,0.779,0.905,"Turlock","California","Turlock, CA","Turlock Regional Water Quality Control Facility",86000,"CA",48521.75221035905,42670.741128433925,54717.710860076404
"122-231215","2023-12-15",0.653,0.59,0.721,"Turlock","California","Turlock, CA","Turlock Regional Water Quality Control Facility",86000,"CA",238041.7356199095,225189.71039758672,250895.80397224735
"122-231218","2023-12-18",1.109,0.964,1.253,"Turlock","California","Turlock, CA","Turlock Regional Water Quality Control Facility",86000,"CA",85319.08656567818,76765.45719506076,94486.70795760816
"122-231220","2023-12-20",1.037,0.819,1.244,"Turlock","California","Turlock, CA","Turlock Regional Water Quality Control Facility",86000,"CA",110684.92354855988,91816.40236397568,129907.03231740369
"122-231222","2023-12-22",0.664,0.598,0.73,"Turlock","California","Turlock, CA","Turlock Regional Water Quality Control Facility",86000,"CA",1219391.5602298223,1145567.2006807113,1299756.4506265388
"122-231225","2023-12-25",0.404,0.341,0.468,"Turlock","California","Turlock, CA","Turlock Regional Water Quality Control Facility",86000,"CA",61089.65204542987,51266.17915203621,69812.47323855203
"122-231227","2023-12-27",1.231,1.092,1.381,"Turlock","California","Turlock, CA","Turlock Regional Water Quality Control Facility",86000,"CA",48803.15128404773,42793.20096092144,55352.15678209792
"122-231229","2023-12-29",0.867,0.764,0.967,"Turlock","California","Turlock, CA","Turlock Regional Water Quality Control Facility",86000,"CA",95605.39955672053,87693.52270064004,103518.2377206949
"122-240101","2024-01-01",0.844,0.432,1.224,"Turlock","California","Turlock, CA","Turlock Regional Water Quality Control Facility",86000,"CA",610080.7271786096,561398.305196435,655744.1235194297
"122-240103","2024-01-03",2.865,2.565,3.188,"Turlock","California","Turlock, CA","Turlock Regional Water Quality Control Facility",86000,"CA",132238.70676325186,118383.44841665565,147419.78060224722
"122-240105","2024-01-05",1.354,1.195,1.514,"Turlock","California","Turlock, CA","Turlock Regional Water Quality Control Facility",86000,"CA",318429.8995513104,296790.9815669191,340549.7373502621
"122-240108","2024-01-08",0.843,0.762,0.925,"Turlock","California","Turlock, CA","Turlock Regional Water Quality Control Facility",86000,"CA",30453.290510137682,24802.04236175219,36808.364649011266
"122-240110","2024-01-10",0.875,0.791,0.96,"Turlock","California","Turlock, CA","Turlock Regional Water Quality Control Facility",86000,"CA",342337.21927192726,311720.3444920134,368205.2962417982
"122-240112","2024-01-12",3.13,2.667,3.582,"Turlock","California","Turlock, CA","Turlock Regional Water Quality Control Facility",86000,"CA",28377.02958035531,24136.892701839715,33087.124771322546
"122-240115","2024-01-15",0.719,0.615,0.831,"Turlock","California","Turlock, CA","Turlock Regional Water Quality Control Facility",86000,"CA",57662.087144784324,45177.56639419609,72871.1625672157
"122-240117","2024-01-17",1.186,1.068,1.312,"Turlock","California","Turlock, CA","Turlock Regional Water Quality Control Facility",86000,"CA",45578.61802533167,37173.430722136014,52600.397720617446
"122-240119","2024-01-19",1.759,1.609,1.909,"Turlock","California","Turlock, CA","Turlock Regional Water Quality Control Facility",86000,"CA",83757.53951742414,74249.65164443344,93977.26005557895
"122-240122","2024-01-22",0.74,0.652,0.836,"Turlock","California","Turlock, CA","Turlock Regional Water Quality Control Facility",86000,"CA",107149.45421227346,94722.95384750399,120618.83959122417
"127-221101","2022-11-01",1.378,1.148,1.642,"Union City","California","Union City, CA","[Union City Basin] - Raymond A. Boege Alvarado WWTP",68150,"CA",203277.8878801498,187823.8063220974,218733.68389513108
"127-221103","2022-11-03",0.663,0.49,0.83,"Union City","California","Union City, CA","[Union City Basin] - Raymond A. Boege Alvarado WWTP",68150,"CA",784982.5233096926,730480.3654657211,842511.0437825059
"127-221108","2022-11-08",1.659,1.531,1.787,"Union City","California","Union City, CA","[Union City Basin] - Raymond A. Boege Alvarado WWTP",68150,"CA",215960.59571717173,183082.00253198654,248199.66836363633
"127-221110","2022-11-10",2.858,2.612,3.104,"Union City","California","Union City, CA","[Union City Basin] - Raymond A. Boege Alvarado WWTP",68150,"CA",210242.3026405229,195264.0558431373,225222.34447058826
"127-221115","2022-11-15",1.258,0.99,1.518,"Union City","California","Union City, CA","[Union City Basin] - Raymond A. Boege Alvarado WWTP",68150,"CA",175023.3332,149719.36546666664,198253.9972
"127-221117","2022-11-17",0.729,0.656,0.802,"Union City","California","Union City, CA","[Union City Basin] - Raymond A. Boege Alvarado WWTP",68150,"CA",332766.80761165044,297210.66863430425,367596.99355339806
"127-221122","2022-11-22",0.898,0.776,1.019,"Union City","California","Union City, CA","[Union City Basin] - Raymond A. Boege Alvarado WWTP",68150,"CA",162681.46739869282,143920.06316339868,180506.5628235294
"127-221129","2022-11-29",1.105,1.025,1.185,"Union City","California","Union City, CA","[Union City Basin] - Raymond A. Boege Alvarado WWTP",68150,"CA",471121.9386666667,445905.2839298246,500781.7786666667
"127-221201","2022-12-01",1.339,1.229,1.449,"Union City","California","Union City, CA","[Union City Basin] - Raymond A. Boege Alvarado WWTP",68150,"CA",437442.6603333333,411065.65799999994,463823.23900000006
"127-221206","2022-12-06",1.474,1.341,1.607,"Union City","California","Union City, CA","[Union City Basin] - Raymond A. Boege Alvarado WWTP",68150,"CA",351776.4304175824,323303.3903589744,381539.5648937729
"127-221208","2022-12-08",1.375,1.247,1.503,"Union City","California","Union City, CA","[Union City Basin] - Raymond A. Boege Alvarado WWTP",68150,"CA",1187274.1520467836,1130808.4231111112,1245836.492163743
"127-221213","2022-12-13",1.075,0.977,1.173,"Union City","California","Union City, CA","[Union City Basin] - Raymond A. Boege Alvarado WWTP",68150,"CA",2403384.477264957,1900663.327179487,2777493.7299145292
"127-221220","2022-12-20",0.966,0.838,1.077,"Union City","California","Union City, CA","[Union City Basin] - Raymond A. Boege Alvarado WWTP",68150,"CA",1066273.591945578,1025830.0158911563,1102146.7972789113
"127-221222","2022-12-22",1.07,0.956,1.179,"Union City","California","Union City, CA","[Union City Basin] - Raymond A. Boege Alvarado WWTP",68150,"CA",254779.849122807,223072.98891228068,290770.6478596491
"127-221227","2022-12-27",1.172,1.085,1.279,"Union City","California","Union City, CA","[Union City Basin] - Raymond A. Boege Alvarado WWTP",68150,"CA",315045.92192592594,289527.85777777777,340890.4251851852
"127-230103","2023-01-03",2.294,2.106,2.482,"Union City","California","Union City, CA","[Union City Basin] - Raymond A. Boege Alvarado WWTP",68150,"CA",268246.9685960784,249038.6513568627,287457.78396862745
"127-230105","2023-01-05",0.725,0.659,0.791,"Union City","California","Union City, CA","[Union City Basin] - Raymond A. Boege Alvarado WWTP",68150,"CA",523157.2813559322,484290.774960452,560872.9562033898
"127-230110","2023-01-10",1.144,1.058,1.23,"Union City","California","Union City, CA","[Union City Basin] - Raymond A. Boege Alvarado WWTP",68150,"CA",101232.64754471545,86552.79309701896,118196.73036314362
"127-230117","2023-01-17",1.192,1.03,1.322,"Union City","California","Union City, CA","[Union City Basin] - Raymond A. Boege Alvarado WWTP",68150,"CA",145313.61130958906,130589.36759817353,161106.91083105025
"127-230119","2023-01-19",1.684,1.35,2.04,"Union City","California","Union City, CA","[Union City Basin] - Raymond A. Boege Alvarado WWTP",68150,"CA",236970.1612420091,218410.21326027397,255532.09483105026
"127-230124","2023-01-24",4.094,3.709,4.479,"Union City","California","Union City, CA","[Union City Basin] - Raymond A. Boege Alvarado WWTP",68150,"CA",126208.03187596898,102723.40256744185,145772.96347286823
"127-230126","2023-01-26",1.038,0.904,1.196,"Union City","California","Union City, CA","[Union City Basin] - Raymond A. Boege Alvarado WWTP",68150,"CA",101310.1635878788,85645.75079757575,117505.04465454545
"127-230131","2023-01-31",1.198,1.099,1.314,"Union City","California","Union City, CA","[Union City Basin] - Raymond A. Boege Alvarado WWTP",68150,"CA",2714892.179710145,2620044.2110144924,2800364.3976811594
"127-230202","2023-02-02",1.227,0.857,1.586,"Union City","California","Union City, CA","[Union City Basin] - Raymond A. Boege Alvarado WWTP",68150,"CA",181503.5404102564,167287.93661538462,195720.85599999997
"127-230207","2023-02-07",1.379,1.277,1.482,"Union City","California","Union City, CA","[Union City Basin] - Raymond A. Boege Alvarado WWTP",68150,"CA",132678.8229457364,118746.72054573642,148015.88725581396
"127-230209","2023-02-09",0.942,0.853,1.032,"Union City","California","Union City, CA","[Union City Basin] - Raymond A. Boege Alvarado WWTP",68150,"CA",85478.30389718874,72319.65122570281,100405.65858955821
"127-230214","2023-02-14",0.893,0.684,1.134,"Union City","California","Union City, CA","[Union City Basin] - Raymond A. Boege Alvarado WWTP",68150,"CA",157699.05677128202,142289.27417435896,174185.23930256406
"127-230216","2023-02-16",3.764,3.283,4.224,"Union City","California","Union City, CA","[Union City Basin] - Raymond A. Boege Alvarado WWTP",68150,"CA",156588.65594501718,138177.20973195875,177918.66028865977
"127-230221","2023-02-21",1.205,1.024,1.374,"Union City","California","Union City, CA","[Union City Basin] - Raymond A. Boege Alvarado WWTP",68150,"CA",67713.21650370372,57076.73672592594,79597.72040000003
"127-230223","2023-02-23",1.215,1.115,1.315,"Union City","California","Union City, CA","[Union City Basin] - Raymond A. Boege Alvarado WWTP",68150,"CA",167435.7694745098,145887.39727058823,186930.06920784313
"127-230228","2023-02-28",1.624,1.495,1.753,"Union City","California","Union City, CA","[Union City Basin] - Raymond A. Boege Alvarado WWTP",68150,"CA",82023.54580392156,66960.98458039215,96175.30597647058
"127-230302","2023-03-02",1.31,1.208,1.412,"Union City","California","Union City, CA","[Union City Basin] - Raymond A. Boege Alvarado WWTP",68150,"CA",307982.74121348315,287632.14573782776,331374.63634456927
"127-230307","2023-03-07",1.716,1.581,1.851,"Union City","California","Union City, CA","[Union City Basin] - Raymond A. Boege Alvarado WWTP",68150,"CA",127212.62441947566,107239.65534681648,145284.37405243443
"127-230309","2023-03-09",1.624,1.43,1.808,"Union City","California","Union City, CA","[Union City Basin] - Raymond A. Boege Alvarado WWTP",68150,"CA",110835.79135202491,99861.92937071649,124699.56585669782
"127-230314","2023-03-14",0.861,0.67,1.032,"Union City","California","Union City, CA","[Union City Basin] - Raymond A. Boege Alvarado WWTP",68150,"CA",645921.3930923694,609448.1686104417,691677.2927228916
"127-230316","2023-03-16",1.098,1.024,1.172,"Union City","California","Union City, CA","[Union City Basin] - Raymond A. Boege Alvarado WWTP",68150,"CA",843024.0931235955,752699.491235955,931232.3523595505
"127-230321","2023-03-21",1.008,0.826,1.164,"Union City","California","Union City, CA","[Union City Basin] - Raymond A. Boege Alvarado WWTP",68150,"CA",155056.9903875969,141405.62306976743,168709.62927131783
"127-230323","2023-03-23",1.591,1.477,1.705,"Union City","California","Union City, CA","[Union City Basin] - Raymond A. Boege Alvarado WWTP",68150,"CA",68646.40883561209,59422.83373965025,78779.6003800318
"127-230328","2023-03-28",0.671,0.521,0.812,"Union City","California","Union City, CA","[Union City Basin] - Raymond A. Boege Alvarado WWTP",68150,"CA",228960.01253453997,194974.91938944196,259676.08831855198
"127-230330","2023-03-30",1.478,1.364,1.592,"Union City","California","Union City, CA","[Union City Basin] - Raymond A. Boege Alvarado WWTP",68150,"CA",97953.40272593351,87808.54363907927,108852.21861278772
"127-230404","2023-04-04",1.714,1.588,1.84,"Union City","California","Union City, CA","[Union City Basin] - Raymond A. Boege Alvarado WWTP",68150,"CA",1032084.4332583403,935620.9274172442,1119278.9869589042
"127-230406","2023-04-06",0.865,0.725,1.019,"Union City","California","Union City, CA","[Union City Basin] - Raymond A. Boege Alvarado WWTP",68150,"CA",242167.76159256973,220244.3645597524,278026.82819071214
"127-230411","2023-04-11",1.563,1.35,1.779,"Union City","California","Union City, CA","[Union City Basin] - Raymond A. Boege Alvarado WWTP",68150,"CA",152654.57131550804,139368.31908877008,165942.06685989306
"127-230413","2023-04-13",1.257,1.154,1.36,"Union City","California","Union City, CA","[Union City Basin] - Raymond A. Boege Alvarado WWTP",68150,"CA",303651.995672452,281728.7553882353,325115.5584186372
"127-230418","2023-04-18",0.991,0.927,1.055,"Union City","California","Union City, CA","[Union City Basin] - Raymond A. Boege Alvarado WWTP",68150,"CA",668223.2806708899,638372.0305882354,700980.4796645552
"127-230420","2023-04-20",0.804,0.686,0.914,"Union City","California","Union City, CA","[Union City Basin] - Raymond A. Boege Alvarado WWTP",68150,"CA",224402.41132156862,208374.64983333333,242439.12793725493
"127-230425","2023-04-25",0.972,0.898,1.046,"Union City","California","Union City, CA","[Union City Basin] - Raymond A. Boege Alvarado WWTP",68150,"CA",123822.06621685215,104890.75529182829,142678.5243166932
"127-230427","2023-04-27",0.976,0.807,1.145,"Union City","California","Union City, CA","[Union City Basin] - Raymond A. Boege Alvarado WWTP",68150,"CA",1577937.896302982,1502711.814936342,1650276.321057212
"127-230502","2023-05-02",1.02,0.89,1.144,"Union City","California","Union City, CA","[Union City Basin] - Raymond A. Boege Alvarado WWTP",68150,"CA",48591.7073252878,41497.38078664136,56691.15164721064
"127-230504","2023-05-04",1.349,1.247,1.451,"Union City","California","Union City, CA","[Union City Basin] - Raymond A. Boege Alvarado WWTP",68150,"CA",253023.3755652661,235728.57993949583,270321.2292959851
"127-230509","2023-05-09",1.148,1.057,1.239,"Union City","California","Union City, CA","[Union City Basin] - Raymond A. Boege Alvarado WWTP",68150,"CA",140206.91904414116,120616.61080131767,159462.21676611766
"127-230511","2023-05-11",0.774,0.701,0.847,"Union City","California","Union City, CA","[Union City Basin] - Raymond A. Boege Alvarado WWTP",68150,"CA",393123.54856100463,362587.92508023797,422881.6984026438
"127-230516","2023-05-16",1.161,1.067,1.255,"Union City","California","Union City, CA","[Union City Basin] - Raymond A. Boege Alvarado WWTP",68150,"CA",62655.15279297096,54013.60574951601,71903.89157790023
"127-230518","2023-05-18",1.106,1.001,1.212,"Union City","California","Union City, CA","[Union City Basin] - Raymond A. Boege Alvarado WWTP",68150,"CA",41174.13937060313,33891.41781587491,49433.77820425912
"127-230523","2023-05-23",1.119,1.035,1.203,"Union City","California","Union City, CA","[Union City Basin] - Raymond A. Boege Alvarado WWTP",68150,"CA",84275.4626779694,72729.03233186141,96985.32621485899
"127-230525","2023-05-25",0.977,0.858,1.106,"Union City","California","Union City, CA","[Union City Basin] - Raymond A. Boege Alvarado WWTP",68150,"CA",79962.71996668019,70193.09520119001,90601.0990820825
"127-230530","2023-05-30",1.15,1.059,1.248,"Union City","California","Union City, CA","[Union City Basin] - Raymond A. Boege Alvarado WWTP",68150,"CA",73659.20664567951,61214.589588640985,87468.74695789049
"127-230601","2023-06-01",0.957,0.868,1.046,"Union City","California","Union City, CA","[Union City Basin] - Raymond A. Boege Alvarado WWTP",68150,"CA",46176.330078991596,39586.67391731092,53380.526914789916
"127-230607","2023-06-07",1.606,1.48,1.732,"Union City","California","Union City, CA","[Union City Basin] - Raymond A. Boege Alvarado WWTP",68150,"CA",702025.7272061381,667166.2144872975,735554.4783686275
"127-230608","2023-06-08",0.9,0.828,0.972,"Union City","California","Union City, CA","[Union City Basin] - Raymond A. Boege Alvarado WWTP",68150,"CA",302520.794227451,282309.18690574716,322735.2722498986
"127-230613","2023-06-13",1.886,1.72,2.052,"Union City","California","Union City, CA","[Union City Basin] - Raymond A. Boege Alvarado WWTP",68150,"CA",126410.17599793719,104655.76931429494,147170.49265817896
"127-230615","2023-06-15",1.641,1.53,1.752,"Union City","California","Union City, CA","[Union City Basin] - Raymond A. Boege Alvarado WWTP",68150,"CA",76328.64804227038,59531.233410774,94207.05761353973
"127-230620","2023-06-20",1.171,1.096,1.246,"Union City","California","Union City, CA","[Union City Basin] - Raymond A. Boege Alvarado WWTP",68150,"CA",50412.45057577107,42596.176805341805,59132.59525087441
"127-230627","2023-06-27",2.052,1.915,2.189,"Union City","California","Union City, CA","[Union City Basin] - Raymond A. Boege Alvarado WWTP",68150,"CA",55714.60925967059,45860.18101571765,66890.85971839998
"127-230629","2023-06-29",2.272,2.129,2.415,"Union City","California","Union City, CA","[Union City Basin] - Raymond A. Boege Alvarado WWTP",68150,"CA",89700.95632256684,78465.97681185638,101487.2171350344
"127-230706","2023-07-06",1.576,1.448,1.704,"Union City","California","Union City, CA","[Union City Basin] - Raymond A. Boege Alvarado WWTP",68150,"CA",90689.13525346683,58614.59537021277,120735.88222037548
